CALLE,ALT PLANO,DIRECCION,coord_X,coord_Y,COMUNA,BARRIO,L1,l1_sen,L2,l2_sen,L3,l3_sen,L4,l4_sen,L5,l5_sen,L6,l6_sen
LA PLATA AV.,"285",285 LA PLATA AV.,-58.428707,-34.618066,"6",CABALLITO,"15",V,"119",I,,,,,,,,
LA PLATA AV.,"241",241 LA PLATA AV.,-58.428794,-34.617678,"6",CABALLITO,"65",V,,,,,,,,,,
RAUL SCALABRINI ORTIZ AV.,"566","566 SCALABRINI ORTIZ, RAUL AV.",-58.435984,-34.597982,"15",VILLA CRESPO,"57",I,,,,,,,,,,
RAUL SCALABRINI ORTIZ AV.,"530","530 SCALABRINI ORTIZ, RAUL AV.",-58.436372,-34.598231,"15",VILLA CRESPO,"15",V,"106",V,,,,,,,,
RAUL SCALABRINI ORTIZ AV.,"514","514 SCALABRINI ORTIZ, RAUL AV.",-58.436454,-34.598283,"15",VILLA CRESPO,"110",I,"145",I,,,,,,,,
AGUIRRE,"489",489 AGUIRRE,-58.435327,-34.597926,"15",VILLA CRESPO,"109",V,"145",V,,,,,,,,
RIVADAVIA AV.,"5748",5784 RIVADAVIA AV.,-58.44694,-34.62298,"6",CABALLITO,"85",V,"86",V,,,,,,,,
RIVADAVIA AV.,"5764",5764 RIVADAVIA AV.,-58.446643,-34.622864,"6",CABALLITO,"145",V,,,,,,,,,,
RIVADAVIA AV.,"5777",5777 RIVADAVIA AV.,-58.44675,-34.622659,"6",CABALLITO,"88",I,"136",I,"163",I,,,,,,
RIVADAVIA AV.,"5990",5990 RIVADAVIA AV.,-58.449676,-34.624036,"6",CABALLITO,"25",V,"96",V,,,,,,,,
RIVADAVIA AV.,"6010",6010 AV. RIVADAVIA,-58.44998,-34.624167,"6",CABALLITO,"1",V,"2",V,,,,,,,,
RIVADAVIA AV.,"6016",6016 RIVADAVIA AVE,-58.450174,-34.624232,"6",CABALLITO,"49",V,"88",V,,,,,,,,
AGUIRRE,"179",179 AGUIRRE,-58.433094,-34.600316,"15",VILLA CRESPO,"127",I,"19",I,,,,,,,,
RIVADAVIA AV.,"6028",6028 RIVADAVIA AV.,-58.450404,-34.624322,"6",CABALLITO,"136",V,"163",V,,,,,,,,
AGUIRRE,"171",171 AGUIRRE,-58.433042,-34.600372,"15",VILLA CRESPO,"90",I,"109",V,,,,,,,,
PEDRO GOYENA AV.,"73","73 GOYENA, PEDRO AV.",-58.42824,-34.625161,"6",CABALLITO,"88",I,"180",I,,,,,,,,
ESTADO DE ISRAEL AV.,"4791",4791 ESTADO DE ISRAEL AV.,-58.431826,-34.601492,"15",VILLA CRESPO,"19",I,"90",I,,,,,,,,
PEDRO GOYENA AV.,"99","99 GOYENA, PEDRO AV.",-58.42833,-34.62517,"6",CABALLITO,"53",I,"126",I,,,,,,,,
ESTADO DE ISRAEL AV.,"4771",4771 ESTADO DE ISRAEL AV.,-58.431717,-34.601368,"15",VILLA CRESPO,"92",I,"127",I,,,,,,,,
PEDRO GOYENA AV.,"285","285 GOYENA, PEDRO AV.",-58.431104,-34.625459,"6",CABALLITO,"88",I,,,,,,,,,,
PEDRO GOYENA AV.,"291","291 GOYENA, PEDRO AV.",-58.431254,-34.625475,"6",CABALLITO,"56",I,"126",I,,,,,,,,
PEDRO GOYENA AV.,"327","327 GOYENA, PEDRO AV.",-58.431895,-34.625542,"6",CABALLITO,"53",I,"180",I,,,,,,,,
RIVADAVIA AV.,"6106",6106 RIVADAVIA AV.,-58.452028,-34.625157,"6",CABALLITO,"8",V,"86",V,,,,,,,,
JUAN RAMIREZ DE VELASCO,"26","26 RAMIREZ DE VELASCO, JUAN",-58.433454,-34.602312,"15",VILLA CRESPO,"145",I,,,,,,,,,,
ESTADO DE ISRAEL AV.,"4479",4479 ESTADO DE ISRAEL AV.,-58.428966,-34.598766,"15",VILLA CRESPO,"99",V,"109",V,,,,,,,,
PEDRO GOYENA AV.,"461","461 GOYENA, PEDRO AV.",-58.43361,-34.625719,"6",CABALLITO,"56",I,"126",I,,,,,,,,
RIVADAVIA AV.,"6112",6112 RIVADAVIA AV.,-58.452228,-34.625023,"6",CABALLITO,"8",V,"86",V,,,,,,,,
PEDRO GOYENA AV.,"487","487 GOYENA, PEDRO AV.",-58.433751,-34.625734,"6",CABALLITO,"88",I,,,,,,,,,,
ANGEL GALLARDO AV.,"173","173 GALLARDO, ANGEL AV.",-58.434832,-34.603336,"15",VILLA CRESPO,"124",I,"145",I,,,,,,,,
RIVADAVIA AV.,"6129",6129 RIVADAVIA AV.,-58.452731,-34.624698,"6",CABALLITO,"145",I,"55",I,,,,,,,,
VERA,"157",157 VERA,-58.435037,-34.601712,"15",VILLA CRESPO,"24",V,"145",V,,,,,,,,
PEDRO GOYENA AV.,"657","657 GOYENA, PEDRO AV.",-58.436825,-34.625947,"6",CABALLITO,"88",I,,,,,,,,,,
RIVADAVIA AV.,"6147",6147 RIVADAVIA AV.,-58.452858,-34.625084,"6",CABALLITO,"44",I,"76",I,,,,,,,,
PEDRO GOYENA AV.,"695","695 GOYENA, PEDRO AV.",-58.437417,-34.625984,"6",CABALLITO,"53",I,"126",I,,,,,,,,
PEDRO GOYENA AV.,"885","885 GOYENA, PEDRO AV.",-58.440136,-34.626304,"6",CABALLITO,"88",I,"126",I,,,,,,,,
CORDOBA AV.,"2685",2685 CORDOBA AV.,-58.405108,-34.597951,"2",RECOLETA,"29",I,"188",V,,,,,,,,
CORDOBA AV.,"2813",2813 CORDOBA AV.,-58.40727,-34.597966,"2",RECOLETA,"140",I,,,,,,,,,,
CORDOBA AV.,"2847",2847 CORDOBA AV.,-58.407571,-34.59797,"2",RECOLETA,"106",V,"109",V,,,,,,,,
PEDRO GOYENA AV.,"712","712 GOYENA, PEDRO AV.",-58.437858,-34.626188,"6",CABALLITO,"53",V,,,,,,,,,,
PEDRO GOYENA AV.,"1085","1085 GOYENA, PEDRO AV.",-58.442845,-34.626642,"6",CABALLITO,"88",I,"126",I,,,,,,,,
CORDOBA AV.,"2861",2861 CORDOBA AV.,-58.407695,-34.597972,"2",RECOLETA,"29",I,,,,,,,,,,
RIVADAVIA AV.,"6154",6154 RIVADAVIA AV.,-58.453053,-34.62534,"6",CABALLITO,"145",V,"53",V,,,,,,,,
PEDRO GOYENA AV.,"1193","1193 GOYENA, PEDRO AV.",-58.444122,-34.626845,"6",CABALLITO,"134",V,,,,,,,,,,
CORDOBA AV.,"2889",2889 CORDOBA AV.,-58.40771,-34.597968,"2",RECOLETA,"99",V,"188",V,,,,,,,,
CORDOBA AV.,"3137",3137 CORDOBA AV.,-58.410997,-34.597968,"2",RECOLETA,"140",I,"188",V,"109",V,,,,,,
PEDRO GOYENA AV.,"1389","1389 GOYENA, PEDRO AV.",-58.446861,-34.627353,"6",CABALLITO,"88",I,"126",I,,,,,,,,
PEDRO GOYENA AV.,"1383","1383 GOYENA, PEDRO AV.",-58.446684,-34.627315,"6",CABALLITO,"134",V,,,,,,,,,,
PEDRO GOYENA AV.,"1579","1579 GOYENA, PEDRO AV.",-58.450007,-34.627991,"6",CABALLITO,"134",V,,,,,,,,,,
PEDRO GOYENA AV.,"1599","1599 GOYENA, PEDRO AV.",-58.450204,-34.628027,"6",CABALLITO,"88",I,"126",I,,,,,,,,
BRASIL,"1162",1162 BRASIL,-58.381889,-34.627887,"1",CONSTITUCION,"134",I,,,,,,,,,,
BRASIL,"1154",1154 BRASIL,-58.381537,-34.627853,"1",CONSTITUCION,"67",I,"96",V,,,,,,,,
CIUDADELA,"1157",1157 CIUDADELA,-58.38135,-34.62771,"1",CONSTITUCION,"39",V,,,,,,,,,,
CIUDADELA,"1128",1128 CIUDADELA,-58.380908,-34.62769,"1",CONSTITUCION,"53",V,,,,,,,,,,
CIUDADELA,"1148",1148 CIUDADELA,-58.380763,-34.627687,"1",CONSTITUCION,"12",V,"102",I,,,,,,,,
CIUDADELA,"1114",1114 CIUDADELA,-58.380494,-34.627683,"1",CONSTITUCION,"51",I,"168",V,,,,,,,,
CIUDADELA,"1130",1130 CIUDADELA,-58.380332,-34.627679,"1",CONSTITUCION,"98",I,"100",I,,,,,,,,
CIUDADELA,"1112",1112 CIUDADELA,-58.380352,-34.627564,"1",CONSTITUCION,"143",V,,,,,,,,,,
CIUDADELA,"1120",1120 CIUDADELA,-58.380452,-34.627568,"1",CONSTITUCION,"133",V,,,,,,,,,,
CIUDADELA,"1139",1139 CIUDADELA,-58.38049,-34.627571,"1",CONSTITUCION,"4",I,,,,,,,,,,
CIUDADELA,"1160",1160 CIUDADELA,-58.380922,-34.62758,"1",CONSTITUCION,"100",V,,,,,,,,,,
CIUDADELA,"1140",1140 CIUDADELA,-58.381052,-34.627587,"1",CONSTITUCION,"59",I,,,,,,,,,,
CIUDADELA,"1164",1164 CIUDADELA,-58.381355,-34.627591,"1",CONSTITUCION,"91",I,,,,,,,,,,
CIUDADELA,"1160",1160 CIUDADELA,-58.381542,-34.627596,"1",CONSTITUCION,"9",V,,,,,,,,,,
CIUDADELA,"1154",1154 CIUDADELA,-58.381623,-34.627455,"1",CONSTITUCION,"129",I,,,,,,,,,,
CIUDADELA,"1120",1120 CIUDADELA,-58.380806,-34.627433,"1",CONSTITUCION,"151",V,,,,,,,,,,
DARWIN,"380",380 DARWIN,-58.447667,-34.595884,"15",VILLA CRESPO,"65",I,"76",I,,,,,,,,
MARTINEZ ROSAS,"1494",1494 MARTINEZ ROSAS,-58.452623,-34.5962,"15",VILLA CRESPO,"42",V,,,,,,,,,,
WARNES AV.,"1064",1064 WARNES AV.,-58.451698,-34.599127,"15",VILLA CRESPO,"42",V,"119",I,,,,,,,,
WARNES AV.,"1195",1195 WARNES AV.,-58.452677,-34.598645,"15",VILLA CRESPO,"119",V,,,,,,,,,,
WARNES AV.,"1308",1308 WARNES AV.,-58.454724,-34.598165,"15",VILLA CRESPO,"119",I,,,,,,,,,,
WARNES AV.,"1399",1399 WARNES AV.,-58.455265,-34.597815,"15",VILLA CRESPO,"119",V,,,,,,,,,,
ALBARIÑO,"197",197 ALBARI?O,-58.509431,-34.640396,"9",LINIERS,"47",I,,,,,,,,,,
EMILIO CASTRO AV.,"5402","5402 CASTRO, EMILIO AV.",-58.500417,-34.645019,"9",MATADEROS,"4",I,"113",V,,,,,,,,
BASUALDO,"602",602 BASUALDO,-58.499906,-34.643783,"10",VILLA LURO,"113",V,,,,,,,,,,
WARNES AV.,"1599",1599 WARNES AV.,-58.457944,-34.596913,"15",CHACARITA,"119",V,,,,,,,,,,
WARNES AV.,"1610",1610 WARNES AV.,-58.458005,-34.597069,"15",PATERNAL,"119",I,,,,,,,,,,
PIZARRO,"5212",5212 PIZARRO,-58.499559,-34.641687,"10",VILLA LURO,"113",V,,,,,,,,,,
FRAGATA PRES. SARMIENTO,"2395",2395 FRAGATA Pres. SARMIENTO,-58.45821,-34.598497,"15",PATERNAL,"47",V,,,,,,,,,,
LEOPARDI,"493",493 LEOPARDI,-58.496836,-34.643235,"10",VILLA LURO,"113",I,,,,,,,,,,
RAMOS MEJIA,"1081",1081 RAMOS MEJIA,-58.433757,-34.603166,"6",CABALLITO,"24",V,"145",V,,,,,,,,
EMILIO CASTRO AV.,"5387","5387 CASTRO, EMILIO AV.",-58.500164,-34.644757,"10",VILLA LURO,"4",I,"113",I,,,,,,,,
ANTONIO MACHADO,"67","67 MACHADO, ANTONIO",-58.432924,-34.604175,"6",CABALLITO,"24",V,"124",I,,,,,,,,
WHITE,"410",410 WHITE,-58.492575,-34.641747,"10",VILLA LURO,"63",V,,,,,,,,,,
ANTONIO MACHADO,"55","55 MACHADO, ANTONIO",-58.432801,-34.604089,"6",CABALLITO,"71",I,,,,,,,,,,
HOMERO,"393",393 HOMERO,-58.494194,-34.641639,"10",VILLA LURO,"63",I,,,,,,,,,,
HOMERO,"583",583 HOMERO,-58.493802,-34.643617,"10",VILLA LURO,"63",I,,,,,,,,,,
ESTIVAO,"167",167 ESTIVAO,-58.432281,-34.607689,"6",CABALLITO,"105",V,"146",V,,,,,,,,
OLIVERA AV.,"37",37 OLIVERA AV.,-58.487573,-34.635766,"10",VELEZ SARFIELD,"107",V,,,,,,,,,,
OLIVERA AV.,"106",106 OLIVERA AV.,-58.487146,-34.636695,"10",VELEZ SARFIELD,"107",I,"182",I,,,,,,,,
JUAN AGUSTIN GARCIA,"1418","1418 GARCIA, JUAN AGUSTIN",-58.4651,-34.600507,"15",PATERNAL,"44",I,"63",V,,,,,,,,
OLIVERA AV.,"139",139 OLIVERA AV.,-58.487209,-34.637018,"10",VELEZ SARFIELD,"8",I,"46",V,"182",V,,,,,,
OLIVERA AV.,"146",146 OLIVERA AV.,-58.486985,-34.6371,"10",VELEZ SARFIELD,"8",V,,,,,,,,,,
DIAZ VELEZ AV.,"4784",4784 DIAZ VELEZ AV.,-58.434171,-34.608832,"6",CABALLITO,"15",V,"119",I,,,,,,,,
DIAZ VELEZ AV.,"4772",4772 DIAZ VELEZ AV.,-58.434203,-34.608832,"6",CABALLITO,"105",V,"146",V,,,,,,,,
OLIVERA AV.,"164",164 OLIVERA AV.,-58.486937,-34.637301,"10",VELEZ SARFIELD,"49",V,"92",V,,,,,,,,
OLIVERA AV.,"193",193 OLIVERA AV.,-58.48701,-34.637671,"10",VELEZ SARFIELD,"49",I,,,,,,,,,,
CNEL. RAMON LORENZO FALCON,"4310","4310 FALCON, RAMON L.,CNEL.",-58.487517,-34.636635,"10",VELEZ SARFIELD,"92",I,,,,,,,,,,
PATRICIAS ARGENTINAS AV.,"150",150 PATRICIAS ARGENTINAS AV.,-58.433022,-34.607221,"6",CABALLITO,"145",I,"65",V,,,,,,,,
PATRICIAS ARGENTINAS AV.,"302",302 PATRICIAS ARGENTINAS AV.,-58.433999,-34.604993,"6",CABALLITO,"145",I,"65",V,,,,,,,,
OLIVERA AV.,"371",371 OLIVERA AV.,-58.48629,-34.64004,"10",VELEZ SARFIELD,"46",V,"49",I,,,,,,,,
OLIVERA AV.,"391",391 OLIVERA AV.,-58.486218,-34.640269,"10",VELEZ SARFIELD,"8",I,"107",V,,,,,,,,
OLIVERA AV.,"418",418 OLIVERA AV.,-58.485902,-34.640762,"9",PARQUE AVELLANEDA,"8",V,"92",V,,,,,,,,
PATRICIAS ARGENTINAS AV.,"390",390 PATRICIAS ARGENTINAS AV.,-58.437195,-34.608202,"6",CABALLITO,"55",V,"105",I,"146",I,,,,,,
OLIVERA AV.,"452",452 OLIVERA AV.,-58.485659,-34.641557,"9",PARQUE AVELLANEDA,"46",I,"182",I,,,,,,,,
MANUEL RICARDO TRELLES,"2502","2502 TRELLES, MANUEL R. AV.",-58.466605,-34.599728,"15",PATERNAL,"44",V,"63",I,,,,,,,,
OLIVERA AV.,"456",456 OLIVERA AV.,-58.485639,-34.641623,"9",PARQUE AVELLANEDA,"107",I,,,,,,,,,,
DIAZ VELEZ AV.,"4821","4821 VELEZ, DIAZ AV.",-58.435047,-34.60854,"6",CABALLITO,"145",I,,,,,,,,,,
OLIVERA AV.,"497",497 OLIVERA AV.,-58.485501,-34.642608,"9",PARQUE AVELLANEDA,"8",I,,,,,,,,,,
PATRICIAS ARGENTINAS AV.,"8",8 PATRICIAS ARGENTINAS AV.,-58.434878,-34.608598,"6",CABALLITO,"105",I,"146",I,,,,,,,,
PATRICIAS ARGENTINAS AV.,"51",51 PATRICIAS ARGENTINAS AV.,-58.433324,-34.608254,"6",CABALLITO,"15",I,"119",V,,,,,,,,
PATRICIAS ARGENTINAS AV.,"75","75 PATRICIAS ARGENTINAS, AV.",-58.43336,-34.608257,"6",CABALLITO,"145",V,"65",I,,,,,,,,
PATRICIAS ARGENTINAS AV.,"171",171 PATRICIAS ARGENTINAS AV.,-58.432592,-34.606906,"6",CABALLITO,"15",I,,,,,,,,,,
PATRICIAS ARGENTINAS AV.,"277",277 Patricias Argentinas Av.,-58.432787,-34.605953,"6",CABALLITO,"145",V,,,,,,,,,,
PATRICIAS ARGENTINAS AV.,"311",311 PATRICIAS ARGENTINAS AV.,-58.433718,-34.604882,"6",CABALLITO,"65",I,,,,,,,,,,
PATRICIAS ARGENTINAS AV.,"295",295 PATRICIAS ARGENTINAS AV.,-58.433539,-34.605062,"6",CABALLITO,"15",I,"119",V,,,,,,,,
PATRICIAS ARGENTINAS AV.,"467",467 PATRICIAS ARGENTINAS AV.,-58.435907,-34.604277,"6",CABALLITO,"15",I,"65",I,,,,,,,,
PATRICIAS ARGENTINAS AV.,"417",417 PATRICIAS ARGENTINAS AV.,-58.435894,-34.604228,"6",CABALLITO,"119",V,,,,,,,,,,
DEL CAMPO AV.,"1127","1127 DEL CAMPO, AV.",-58.465235,-34.591673,"15",CHACARITA,"47",V,"63",V,,,,,,,,
DEL CAMPO AV.,"1081",1081 DEL CAMPO AV.,-58.464915,-34.592033,"15",PATERNAL,"44",V,,,,,,,,,,
ELCANO AV.,"4602",4602 ELCANO AV.,-58.465939,-34.590123,"15",CHACARITA,"78",V,"111",V,"123",V,,,,,,
ELCANO AV.,"4620","4620 ELCANO, AV.",-58.465771,-34.58997,"15",CHACARITA,"47",V,,,,,,,,,,
ELCANO AV.,"4404",4404 ELCANO AV.,-58.462538,-34.586909,"15",CHACARITA,"78",V,"111",V,"123",V,,,,,,
ELCANO AV.,"4402",4402 ELCANO AV.,-58.462885,-34.587197,"15",CHACARITA,"44",I,"47",V,"63",V,,,,,,
ELCANO AV.,"4244",4244 ELCANO AV.,-58.460592,-34.585808,"15",CHACARITA,"44",I,"63",V,,,,,,,,
LEOPOLDO MARECHAL,"1006","1006 MARECHAL, LEOPOLDO",-58.439167,-34.605838,"6",CABALLITO,"145",I,,,,,,,,,,
GUZMAN AV.,"1078",1078 GUZMAN AV.,-58.459669,-34.585831,"15",CHACARITA,"127",V,,,,,,,,,,
GUZMAN AV.,"978",978 GUZMAN AV.,-58.45797,-34.586413,"15",CHACARITA,"44",I,"63",V,,,,,,,,
GUZMAN AV.,"852",852 GUZMAN AV.,-58.457124,-34.586699,"15",CHACARITA,"47",V,"127",V,,,,,,,,
GUZMAN AV.,"1068",1068 GUZMAN AV.,-58.457583,-34.586537,"15",CHACARITA,"111",V,"127",V,,,,,,,,
LEOPOLDO MARECHAL,"810","810 MARECHAL, LEOPOLDO",-58.437434,-34.608327,"6",CABALLITO,"15",V,"119",I,,,,,,,,
GUZMAN AV.,"950",950 GUZMAN AV,-58.457344,-34.586624,"15",CHACARITA,"78",V,,,,,,,,,,
CAMPICHUELO,"697",697 CAMPICHUELO,-58.435923,-34.609275,"6",CABALLITO,"15",I,"119",V,,,,,,,,
CAMPICHUELO,"687",687 CAMPICHUELO,-58.435936,-34.609224,"6",CABALLITO,"65",I,,,,,,,,,,
CORRIENTES AV.,"6710",6710 CORRIENTES AV.,-58.452065,-34.588593,"15",CHACARITA,"87",I,"127",V,,,,,,,,
CORRIENTES AV.,"6650",6650 CORRIENTES AV.,-58.452201,-34.588522,"15",CHACARITA,"19",V,"71",V,"87",V,,,,,,
CORRIENTES AV.,"6630",6630 CORRIENTES AV.,-58.451735,-34.588722,"15",CHACARITA,"76",V,"93",I,"90",V,,,,,,
CAMPICHUELO,"363",363 CAMPICHUELO,-58.434571,-34.612959,"6",CABALLITO,"65",I,,,,,,,,,,
CORRIENTES AV.,"6640",6640 CORRIENTES AV.,-58.451882,-34.588672,"15",CHACARITA,"42",V,"65",V,"108",V,,,,,,
CORRIENTES AV.,"6687",6687 CORRIENTES AV.,-58.452296,-34.587981,"15",CHACARITA,"47",V,,,,,,,,,,
RIO DE JANEIRO,"24",24 RIO DE JANEIRO,-58.430102,-34.61514,"6",CABALLITO,"15",V,"65",V,,,,,,,,
RIO DE JANEIRO,"584",584 RIO DE JANEIRO,-58.430498,-34.609195,"6",CABALLITO,"15",V,"119",I,,,,,,,,
TTE. GRAL. ALVAREZ DONATO AV.,"410","410 ALVAREZ, DONATO, TTE. GRAL.",-58.45624,-34.621005,"7",FLORES,"44",V,"76",V,,,,,,,,
THAMES,"526",526 THAMES,-58.443159,-34.595234,"15",VILLA CRESPO,"55",I,,,,,,,,,,
MENDEZ DE ANDES,"1728",1728 MENDEZ DE ANDES,-58.457402,-34.618836,"7",FLORES,"44",V,"76",V,,,,,,,,
TTE. GRAL. ALVAREZ DONATO AV.,"895","895 ALVAREZ, DONATO, TTE. GRAL.",-58.458275,-34.616228,"6",CABALLITO,"76",I,,,,,,,,,,
TTE. GRAL. ALVAREZ DONATO AV.,"847","847 ALVAREZ, DONATO, TTE. GRAL.",-58.45831,-34.616129,"6",CABALLITO,"44",I,"181",I,,,,,,,,
SERRANO,"885",885 SERRANO,-58.437916,-34.593649,"15",VILLA CRESPO,"55",V,,,,,,,,,,
NAZCA AV.,"3218",3218 NAZCA AV,-58.491801,-34.599084,"11",VILLA DEL PARQUE,"110",V,,,,,,,,,,
SERRANO,"1185",1185 SERRANO,-58.434594,-34.591658,"15",VILLA CRESPO,"55",V,,,,,,,,,,
TTE. GRAL. ALVAREZ DONATO AV.,"1385","1385 ALVAREZ, DONATO, TTE. GRAL.",-58.460901,-34.610848,"6",CABALLITO,"44",I,,,,,,,,,,
TTE. GRAL. ALVAREZ DONATO AV.,"1687","1687 ALVAREZ, DONATO, TTE. GRAL.",-58.462518,-34.607562,"6",CABALLITO,"44",I,,,,,,,,,,
RAUL SCALABRINI ORTIZ AV.,"1068","1068 SCALABRINI ORTIZ, RAUL AV.",-58.430463,-34.594472,"15",VILLA CRESPO,"106",V,,,,,,,,,,
RAUL SCALABRINI ORTIZ AV.,"1062","1028 SCALABRINI ORTIZ, RAUL AV.",-58.430917,-34.59477,"15",VILLA CRESPO,"57",I,"110",I,,,,,,,,
RAUL SCALABRINI ORTIZ AV.,"1016","1016 SCALABRINI ORTIZ, RAUL AV.",-58.431097,-34.594856,"15",VILLA CRESPO,"15",V,"145",I,,,,,,,,
NAZCA AV.,"2338",2338 NAZCA AV.,-58.484099,-34.608565,"11",VILLA DEL PARQUE,"84",V,"124",V,,,,,,,,
NAZCA AV.,"2304",2304 NAZCA AV.,-58.483704,-34.608705,"11",VILLA DEL PARQUE,"110",V,"134",I,,,,,,,,
JUAN B. JUSTO AV.,"4371",4371 JUAN B. JUSTO AV.,-58.462554,-34.60713,"11",VILLA GRAL MITRE,"34",I,"110",I,"166",I,,,,,,
NAZCA AV.,"2144",2144 NAZCA AV.,-58.48277,-34.609874,"11",VILLA SANTA RITA,"63",I,"133",V,,,,,,,,
RAUL SCALABRINI ORTIZ AV.,"740",740 RAUL SCALABRINI ORTIZ AV.,-58.434059,-34.596808,"15",VILLA CRESPO,"106",V,,,,,,,,,,
RAUL SCALABRINI ORTIZ AV.,"708","708 SCALABRINI ORTIZ, RAUL AV.",-58.434281,-34.596895,"15",VILLA CRESPO,"15",V,"110",I,"145",I,,,,,,
NAZCA AV.,"2106",2106 NAZCA AV.,-58.482526,-34.61025,"11",VILLA SANTA RITA,"84",V,"124",V,,,,,,,,
RAUL SCALABRINI ORTIZ AV.,"769","769 SCALABRINI ORTIZ, RAUL AV.",-58.43357,-34.596657,"15",VILLA CRESPO,"15",I,"106",I,"145",V,,,,,,
NAZCA AV.,"1822",1822 NAZCA AV.,-58.48019,-34.613112,"11",VILLA SANTA RITA,"63",I,"133",V,,,,,,,,
NAZCA AV.,"1808",1808 NAZCA AV.,-58.48012,-34.613432,"11",VILLA SANTA RITA,"124",V,"134",I,,,,,,,,
NAZCA AV.,"2126",2126 NAZCA AV.,-58.482532,-34.610173,"11",VILLA SANTA RITA,"110",V,"134",I,,,,,,,,
NAZCA AV.,"1862",1862 NAZCA AV.,-58.480382,-34.612873,"11",VILLA SANTA RITA,"84",V,"110",V,,,,,,,,
RAUL SCALABRINI ORTIZ AV.,"1073",1073 RAUL SCALABRINI ORTIZ AV.,-58.430188,-34.594407,"15",VILLA CRESPO,"106",I,,,,,,,,,,
RAUL SCALABRINI ORTIZ AV.,"1079","1079 SCALABRINI ORTIZ, RAUL AV.",-58.430336,-34.594587,"15",VILLA CRESPO,"15",I,"145",V,,,,,,,,
CARRASCO,"293",293 CARRASCO AV.,-58.489896,-34.633361,"10",VELEZ SARFIELD,"107",I,,,,,,,,,,
CARRASCO,"487",487 CARRASCO AV.,-58.492019,-34.631669,"10",VELEZ SARFIELD,"107",I,,,,,,,,,,
CARRASCO,"691",691 CARRASCO AV.,-58.494344,-34.629829,"10",VELEZ SARFIELD,"107",I,,,,,,,,,,
NAZCA AV.,"1424",1424 NAZCA AV.,-58.477046,-34.617191,"11",VILLA SANTA RITA,"84",V,"124",V,,,,,,,,
SAN MARTIN AV.,"1552",1552 SAN MARTIN AV.,-58.451475,-34.606392,"6",CABALLITO,"24",I,"57",V,,,,,,,,
NAZCA AV.,"1412",1412 NAZCA AV.,-58.476829,-34.617347,"11",VILLA SANTA RITA,"63",I,"133",V,"134",I,,,,,,
CORDOBA AV.,"3157",3157 CORDOBA AV.,-58.411193,-34.597958,"2",RECOLETA,"29",I,"106",V,,,,,,,,
SAN MARTIN AV.,"1516",1516 SAN MARTIN AV.,-58.451203,-34.606461,"6",CABALLITO,"110",V,"135",I,,,,,,,,
MORON,"4614",4614 MORON,-58.493748,-34.630631,"10",VELEZ SARFIELD,"181",V,,,,,,,,,,
NAZCA AV.,"1146",1146 NAZCA AV.,-58.474638,-34.620045,"11",VILLA SANTA RITA,"53",V,"133",V,"134",I,,,,,,
SAN MARTIN AV.,"1334",1334 SAN MARTIN AV.,-58.448046,-34.607047,"15",VILLA CRESPO,"135",I,,,,,,,,,,
MORON,"4216",4216 MORON,-58.489355,-34.628563,"10",VELEZ SARFIELD,"181",V,,,,,,,,,,
NAZCA AV.,"1128",1128 NAZCA AV.,-58.474443,-34.62034,"11",VILLA SANTA RITA,"63",I,"84",V,,,,,,,,
SAN MARTIN AV.,"1508",1508 SAN MARTIN AV.,-58.451108,-34.606485,"6",CABALLITO,"105",V,"146",V,,,,,,,,
NAZCA AV.,"1277",1277 NAZCA AV.,-58.475678,-34.618504,"11",VILLA SANTA RITA,"63",V,"133",I,,,,,,,,
NAZCA AV.,"1297",1297 NAZCA AV.,-58.475707,-34.61848,"11",VILLA SANTA RITA,"134",V,,,,,,,,,,
NAZCA AV.,"1355",1355 NAZCA AV.,-58.476312,-34.617681,"11",VILLA SANTA RITA,"84",I,"124",I,,,,,,,,
DIAZ VELEZ AV.,"5476",5476 DIAZ VELEZ AV.,-58.44326,-34.608186,"6",CABALLITO,"92",V,"135",I,,,,,,,,
NAZCA AV.,"1569",1569 NAZCA AV.,-58.477798,-34.615803,"11",VILLA SANTA RITA,"84",I,"124",I,,,,,,,,
DIAZ VELEZ AV.,"5402",5402 DIAZ VELEZ AV.,-58.442995,-34.608208,"6",CABALLITO,"105",V,"146",V,,,,,,,,
NAZCA AV.,"1587",1587 NAZCA AV.,-58.477862,-34.615602,"11",VILLA SANTA RITA,"134",V,,,,,,,,,,
NAZCA AV.,"1583",1583 NAZCA AV.,-58.478006,-34.615537,"11",VILLA SANTA RITA,"63",V,"133",I,,,,,,,,
NAZCA AV.,"1763",1763 NAZCA AV.,-58.479383,-34.613808,"11",VILLA SANTA RITA,"63",V,"133",I,,,,,,,,
NAZCA AV.,"1777",1777 NAZCA AV.,-58.479302,-34.613848,"11",VILLA SANTA RITA,"134",V,,,,,,,,,,
NAZCA AV.,"1789",1789 NAZCA AV.,-58.479588,-34.613555,"11",VILLA SANTA RITA,"84",I,"124",I,,,,,,,,
SEGUROLA AV.,"818",818 SEGUROLA AV.,-58.490622,-34.62745,"10",VELEZ SARFIELD,"99",I,"172",V,,,,,,,,
NAZCA AV.,"2277",2277 NAZCA AV.,-58.483184,-34.609041,"11",VILLA SANTA RITA,"84",I,"124",I,,,,,,,,
